USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
ddddd456,5,매장도 예쁘고 음료도 맛있고 직원분들도 친절왕 또 먹으러가고싶어요,매장도 예쁘고 음료도 맛있고 직원분들도 친절왕 또 먹으러 가고 싶어요,2,1
dan****,5,카페가 너무 이뻐요 커피도 맛나요,카페가 너무 이뻐요 커피도 맛나요,2,1
빙봉,3,뷰맛집,뷰 맛집,1,0
마적이,4.5,커피 맛있고 위치가 숲 앞이라 뷰가 좋은 카페 안에 자리도 생각보다 많고 아늑한 공간감이 좋네요,커피 맛있고 위치가 숲 앞이라 뷰가 좋은 카페 안에 자리도 생각보다 많고 아늑한 공간감이 좋네요,3,1
gyure,0.5,찌그니쪄 메뉴 쑥라떼 설탕덩어리 한입 치고는 많이 마시긴 했는데 어쨌든 한입 마시고 버렸습니다,찌그니쪄 메뉴 쑥 라테 설탕 덩어리 한입 치고는 많이 마시긴 했는데 어쨌든 한입 마시고 버렸습니다,-1,0
hyi,4.5,좋아요,좋아요,1,1
김꽃돌,5,커피도 맛나고 뷰도 좋네요,커피도 맛나고 뷰도 좋네요,2,1
바람개비,5,저희집 반려견이 서울숲가면 당연히 센터커피에 퍼푸치노 먹으러 가는줄 아는 것 같아요  산책전에 퍼푸치노부터 즐기게해주고나서야 편히 산책했네요  직원분께서 감사하게도 저희 반려견 기억해주시고 따로 이야기드리지 않았는데도 얼음을 챙겨주셔서 감동했어요,저희 집 반려견이 서울숲 가면 당연히 센터 커피에 퍼프 치노 먹으러 가는 줄 아는 것 같아요  산책 전에 퍼프 치노부터 즐기게 해주고 나서야 편히 산책했네요  직원분께서 감사하게도 저희 반려견 기억해주시고 따로 이야기 드리지 않았는데도 얼음을 챙겨주셔서 감동했어요,2,1
eun****,5,슈크림 크로플 에티오피아 드립커피 굿,슈크림 크로플 에티오피아 드립 커피 굿,1,1
수묵,5,아메리카노 완전 맛있음 스피릿 머신,아메리카노 정말 맛있음 스피릿 머신,1,1
바람개비,5,반려견과 반려견의 친구랑 퍼푸치노 한잔하고 저도 맛있는커피 테이크아웃 했네요 ,반려견과 반려견의 친구랑 퍼프 치노 한잔하고 저도 맛있는 커피 테이크아웃 했네요 ,2,1
바람개비,5,주말아침 반려견과 산책하면서 브런치도 하고 반려견에게도 퍼푸치노 한잔 마시게 해줬네요,주말 아침 반려견과 산책하면서 브런치도 하고 반려견에게도 퍼프 치노 한잔 마시게 해줬네요,-1,1
모던앨릭스,3.5,솔티드 카라멜 아이스 괜찮았어요 근데 공간은 기대보다 별로에요 사진으로 많이 보인 이층은 좁고 공기도 답답하고 방향제가 너무 쎄서 어지러울거같은 그래서 밖에 앉았는데 비둘기와 벌이 날아오고 옆 공사 소리가 시끄러웠지만 잠깐씩이라 버틸만 뷰는 진짜 기대하면 안되구요 정말 인터넷 으로 본 건 믿을게 못된다는 교훈을 얻었어요 커피가 예상외로 맛있어서 다행이에요,솔 티드 캐러멜 아이스 괜찮았어요 근데 공간은 기대보다 별로예요 사진으로 많이 보인 이층은 좁고 공기도 답답하고 방향제가 너무 세서 어지러울 거 같은 그래서 밖에 앉았는데 비둘기와 벌이 날아오고 옆 공사 소리가 시끄러웠지만 잠깐씩이라 버틸만 뷰는 진짜 기대하면 안 되고요 정말 인터넷으로 본 건 믿을게 못된다는 교훈을 얻었어요 커피가 예상외로 맛있어서 다행이에요,0,0
바람개비,5,반려견에게 퍼푸치노의 여유도 주면서 맛난 커피를 마시기에 최고의 장소예요,반려견에게 퍼푸치노의 여유도 주면서 맛난 커피를 마시기에 최고의 장소예요,3,1
햄버거젤리,4.5,굿,굿,1,1
그린라떼,5,플랫커피와 크로플 정말 맛나요,플랫 커피와 크로플 정말 맛나요,1,1
벨스톤,5,분위기 최고 커피도 최고,분위기 최고 커피도 최고,2,1
swe****,3,산미가 강하네요,산미가 강하네요,0,0
jwk****,4.5,늘 대기가 있는곳 조금 일찍가면 자리가 있고 밥이 맛있어요 부담스럽지 않은맛,늘 대기가 있는 곳 조금 일찍 가면 자리가 있고 밥이 맛있어요 부담스럽지 않은 맛,0,1
밍켱,5,좋아요,좋아요,1,1
min****,5,좋아요,좋아요,1,1
바다처럼,5,맛있어요,맛있어요,1,1
예민보스,4.5,커피도 맛있고 분위기도 좋아요,커피도 맛있고 분위기도 좋아요,2,1
쟈꾸누나,5,커피 맛나요,커피 맛나요,1,1
Yap,5,솔티드카라멜 라떼와 아메리카노 맛있네용,솔 티드 캐러멜 라테와 아메리카노 맛있네요,1,1
yup****,5,굳,굿,1,1
호호,4.5,굿,굿,1,1
역역역,5,뷰 최고이고 우유아스크림 존맛탱인데 자리전쟁이라 아쉬워서 평일에 재방문 각,뷰 최고이고 우유아이스크림 존맛탱인데 자리 전쟁이라 아쉬워서 평일에 재방문 각,1,1
장덕분,5,제스탈은 아니지만 커피만은 맛있었다,제 스탈은 아니지만 커피만은 맛있었다,1,1
뿅뿅,3,라떼가,라테가,0,0
FeFe,5,사장님인지 직원분인지잘생기시고 친절하세요 카페문부터 소품 하나하나 과하지 않고 멋있어요 아이스크림은 꿀맛이었어요  모든게 다 완벽하네요,사장님인지 직원분인지 잘 생기시고 친절하세요 카페 문부터 소품 하나하나 과하지 않고 멋있어요 아이스크림은 꿀맛이었어요  모든 게 다 완벽하네요,4,1
바람개비,5,서울숲산책하고 반려견이랑 쉬어가며 티타임하기에 너무 좋아요 시그니처메뉴인 솔티드카라멜라떼 쑥라떼 다 맛있어서 얼음줄이고 음료가 더 많거나 대용량이면 좋겠다 싶어요 퍼푸치노는 항상 맛있게 먹느라 반이상 흘려서 미리 냅킨깔고 먹였네요,서울숲 산책하고 반려견이랑 쉬어가며 티타임 하기에 너무 좋아요 시그니처 메뉴인 솔티드카라멜라떼 쑥 라테 다 맛있어서 얼음 줄이고 음료가 더 많거나 대용량이면 좋겠다 싶어요 퍼푸치노는 항상 맛있게 먹느라 반 이상 흘려서 미리 냅킨 깔고 먹였네요,4,1
정순남,5,굿,굿,1,1
파란 별,5,아이스 쑥라떼 맛있어요,아이스 쑥 라테 맛있어요,1,1
두두,5,커피 깔끔하구 너무 맛있어요 쑥라떼도요,커피 깔끔하고 너무 맛있어요 쑥 라테 도요,2,1
바람개비,4.5,반려견이랑 함께하기 좋은 곳이예요 플랫화이트 솔티드카라멜라떼 둘다 완전 맛있었어요 반려견용 퍼푸치노도 구입했는데 엄청 잘먹네요 직원분들이 다 친절해서 반려견이랑 맘편히 방문했네요,반려견이랑 함께하기 좋은 곳이에요 플랫 화이트 솔티드카라멜라떼 둘 다 정말 맛있었어요 반려견용 퍼푸치노도 구입했는데 엄청 잘 먹네요 직원분들이 다 친절해서 반려견이랑 맘 편히 방문했네요,6,1
류째째,5,여기 짱이쥬,여기 짱이 쥐,1,1
바람개비,5,직원분들도 친절하고 커피도 맛있고 반려견이 함께할 수 있어서 좋아요,직원분들도 친절하고 커피도 맛있고 반려견이 함께할 수 있어서 좋아요,4,1
trainmen,5,서울숲 산책하면서 테이크 아웃 하기도 좋고 커피도 넘 맛있네요 다음엔 아이스크림 먹어볼래요,서울숲 산책하면서 테이크 아웃 하기도 좋고 커피도 너무 맛있네요 다음엔 아이스크림 먹어볼래요,2,1
hinju007,5,맛나요 크로플 치즈 좋아요,맛나요 크로플 치즈 좋아요,2,1
강현수,5,아이스크림 커피 모두다 건강한 맛입니다,아이스크림 커피 모두 다 건강한 맛입니다,0,1
뭐라고그랬냐,4.5,최고,최고,1,1
루시,4.5,서울숲 전망을 가진 예쁜 카페 소문답게 커피 맛있고 분위기 좋아요 평일 오전에 방문했는데도 손님들이 많네요 역시 핫플인가봐요 서울숲 바라보며 커멍커피 마시며 멍때리기하기 좋네요  야외 좌석도 넓직하게 잘 갖추어져 있어서  걱정없이 마시기 좋아요 ,서울숲 전망을 가진 예쁜 카페 소문답게 커피 맛있고 분위기 좋아요 평일 오전에 방문했는데도 손님들이 많네요 역시 핫 프로인가 봐요 서울숲 바라보며 커멍커피 마시며 멍 때리기 하기 좋네요  야외 좌석도 널찍하게 잘 갖추어져 있어서  걱정 없이 마시기 좋아요 ,5,1
gon****,5,디카페인 콜드브루도 맛있고 슈크림 크로플도 슈크림이 듬뿍 들어서 콜드브루랑 찰떡 이었어요 센터커피 커피는 진짜 말모말모,디카페인 콜드브루도 맛있고 슈크림 크로 프로도 슈크림이 듬뿍 들어서 콜드브루랑 찰떡이었어요 센터 커피 커피는 진짜 말로 말 모,2,1
겨울아이,3,좋아요,좋아요,1,0
Colorgenicsol,5,슈크림 크로플 엄청엄청 맛있어요,슈크림 크로플 엄청 엄청 맛있어요,1,1
혀나,5,커피 맛있고 뷰 좋아요,커피 맛있고 뷰 좋아요,2,1
수지,5,라테 먹는순간 감동,라테 먹는 순간 감동,1,1
갱길,5,맛있어요,맛있어요,1,1
lll****,5,기대하고 갔는데 여러분 이샤 커피만 먹지말아요 그냥 일반적인거 드세요 서울숲이라 산책하기좋고 매장은 깨끗하고 컬리에서 시켜먹었던 원두는 맛있엇어요,기대하고 갔는데 여러분 이샤 커피만 먹지 말아요 그냥 일반적인 거 드세요 서울숲이라 산책하기 좋고 매장은 깨끗하고 컬리에서 시켜 먹었던 원두는 맛있었어요,3,1
콘치즈,5,크로플 맛있네요,크로플 맛있네요,1,1
꾸꾸,5,커피고소해요,커피 고소해요,0,1
cho****,3.5,만족스럽습니다 ,만족스럽습니다 ,1,0
꽃채,3,과테말라는 맛 좋았구요 쑥라떼 진짜 맛없어요 미지근한 우유 뭉쳐있는 쑥 가루 다신 안먹고 싶고 돈이 아까움 6500을 버리고옴 커피 가격도 비싼편 친절하지 않음 커피에 대해 이것저것 물었는데 전문 적인 느낌 없고 그냥 알바생 느낌,과테말라는 맛 좋았고요 쑥 라테 진짜 맛없어요 미지근한 우유 뭉쳐있는 쑥 가루 다신 안 먹고 싶고 돈이 아까움 6500을 버리고 옴 커피 가격도 비싼 편 친절하지 않음 커피에 대해 이것저것 물었는데 전문적인 느낌 없고 그냥 아르바이트생 느낌,-3,0
랑돌이,5,친절하세요,친절하세요,1,1
양배추,5,김사,김사,0,1
벼락부자,5,맛있어요,맛있어요,1,1
껄껄,5,포장밖에 안되지만 맛있어요,포장밖에 안되지만 맛있어요,1,1
어떤 하루,5,생각보다 협소했지만 좋았어요,생각보다 협소했지만 좋았어요,1,1
jj,5,솔트 카라멜 라떼 친구도 저도 너므너무 맛있게 먹었어요 커피가 미지근한 게 아쉽요,솔트 캐러멜 라테 친구도 저도 너무너무 맛있게 먹었어요 커피가 미지근한 게 아쉽요,0,1
jiyeon,3,보통,보통,0,0
푸푸리,3.5,애견동반 가능 깔끔한 분위기의 카페 버터쿠키라떼 아이스 정말 맛있었지만 의자가 너무 높고 탁상이 낮음 앉는게 불편함,애견 동반 가능 깔끔한 분위기의 카페 버터쿠키 라테 아이스 정말 맛있었지만 의자가 너무 높고 탁상이 낮음 앉는 게 불편함,1,0
Z6DH,4.5,돌아다니다가 쌀쌀해져 잘 마셨습니다,돌아다니다가 쌀쌀해져 잘 마셨습니다,1,1
thd****,3.5,괜찮아요,괜찮아요,1,0
고운,4.5,라떼로 시킬껄,라테로 시킬걸,0,1
miniemini,3.5,옆 베이커리 가게에서 조용히 마셔요 ,옆 베이커리 가게에서 조용히 마셔요 ,0,0
효,5,커피는 항상 맛있고 이번에 티도 마셨는데 맛있었어요 직원분들도 친절하십니다,커피는 항상 맛있고 이번에 티도 마셨는데 맛있었어요 직원분들도 친절하십니다,3,1
sob****,5,커피맛있어요,커피 맛있어요,1,1
sini,5,커피에 대한 자부심이 있는 곳 서울숲 올때마다 방문하는 곳이에요 커피도 너무 맛있고 특히 모카 분위기도 넘 좋아요 평일 오전에 와서 커피 마시면서 작업하면 세상 여유롭고 행복할듯 직원분들도 넘 친절하셔서 올때마다 기분이 좋아지는 곳이에여,커피에 대한 자부심이 있는 곳 서울숲 올 때마다 방문하는 곳이에요 커피도 너무 맛있고 특히 모카 분위기도 너무 좋아요 평일 오전에 와서 커피 마시면서 작업하면 세상 여유롭고 행복할 듯 직원분들도 너무 친절하셔서 올 때마다 기분이 좋아지는 곳이에요,6,1
테니스왕자,5,커피 맛있어요,커피 맛있어요,1,1
010****,4.5,라떼 맛있어서 자주와요,라테 맛있어서 자주 와요,2,1
동실동실,5,커피향이 너무나 좋고 분위기도 만점 쑥라떼두 맛나요,커피향이 너무나 좋고 분위기도 만점 쑥 라테도 맛나요,3,1
이세호,5,과일처럼 상큼한 커피,과일처럼 상큼한 커피,0,1
lovethevibe,5,단 거 좋아하면 버터 쿠키 라떼를 드셔보세요 시그니처 메뉴라 더욱 고소하고 맛나요,단 거 좋아하면 버터 쿠키 라테를 드셔보세요 시그니처 메뉴라 더욱 고소하고 맛나요,2,1
yoh****,5,아스크림 완전맛잇,아이스크림 완전맛잇,0,1
rjh****,5,다양한 드립을 마실 수 있어서 정말 좋았고 분위기도 좋았습니다,다양한 드립을 마실 수 있어서 정말 좋았고 분위기도 좋았습니다,2,1
kno****,3.5,맛있어요 가격은 좀 있어요 그래도 뷰는 좋아요,맛있어요 가격은 좀 있어요 그래도 뷰는 좋아요,2,0
mum****,3,좀비싸내요,좀 비싸네요,-1,0
aya80,0.5,비싸요,비싸요,-1,0
해리포터,2,비싸요,비싸요,-1,0
허브맛 쿠키,3,그냥 그래요,그냥 그래요,0,0
Joondong,2,가격에 비해 양 너무 적음 3입컷,가격에 비해 양 너무 적음 3인 컷,0,0
sup****,5,커피 너무 맛있어용,커피 너무 맛있어요,1,1
카페라떼,3,아이스크림에 약간 알갱이 같은게 있어서 맛있게 느껴지지 않았습니다,아이스크림에 약간 알갱이 같은 게 있어서 맛있게 느껴지지 않았습니다,1,0
사과잼,4.5,서울숲이 내려다보이는 멋진 카페네요 커피원두의 향과 맛을 온전히 느낄 수 있어서 좋았어요 ,서울숲이 내려다보이는 멋진 카페네요 커피 원두의 향과 맛을 온전히 느낄 수 있어서 좋았어요 ,2,1
사파이어,5,직접 로스팅하는 콩으로 내려주는 커피 전체적으로 만족스러웠습니다,직접 로스팅 하는 콩으로 내려주는 커피 전체적으로 만족스러웠습니다,1,1
루시,4.5,콜롬비아 라우리나 원두 맛있어요 분위기도 좋고 루프탑도 좋고 또 오고 싶어요,콜롬비아 라고 우리나 원두 맛있어요 분위기도 좋고 루프탑도 좋고 또 오고 싶어요,3,1
고래,3,별로,별로,-1,0
BBELIEF,5,성수동 맛있는 커피집이네요,성수동 맛있는 커피집이네요,1,1
뽀로롱,2.5,커피는 맛있는데 가격이,커피는 맛있는데 가격이,1,0
jini,5,향대박 맛대박,향대 박 맛 대박,1,1
wkd****,5,서울숲 자주오는데 요기 커피는 첨이에요 커피 정말 맛있어요,서울숲 자주 오는데 요기 커피는 첨이에요 커피 정말 맛있어요,2,1
호호,5,만족합니다,만족합니다,1,1
박베베,4.5,친절하고 커피가 맛있어요,친절하고 커피가 맛있어요,2,1
마초,4.5,분위기 좋은데 자리가 불편해요,분위기 좋은데 자리가 불편해요,0,1
센센센,5,커피맛있네요,커피 맛있네요,1,1
이지현,5,분위기 좋아여,분위기 좋아요,1,1
곽곽,5,아이스크림 대 존 맛,아이스크림 대 존 맛,0,1
che****,5,카페인 안받아서 디카페인 콜드브루 먹어봤는데 맛있어요 ,카페인 안 받아서 디카페인 콜드브루 먹어봤는데 맛있어요 ,1,1
sj5dn,4.5,커피가 정말 맛있음 하지만 노약자에게는 불편한 공간,커피가 정말 맛있음 하지만 노약자에게는 불편한 공간,0,1
크아를,4.5,좋아요,좋아요,1,1
bnpou,3,커피는 맛있는데 가격대비 양이엄청적어요,커피는 맛있는데 가격 대비 양이 엄청 적어요,1,0
없음,5,커피 맛있어요,커피 맛있어요,1,1
als****,3.5,커피 맛있어요,커피 맛있어요,1,0
디다기이이,5,드립커피 테이크아웃해서 서울숲 산책하기 좋은 곳,드립 커피 테이크아웃해서 서울숲 산책하기 좋은 곳,1,1
gan****,5,콜드브류 강력 추천이요 주말에는 사람 너무 많아서 테이크아웃 추천해요 ,콜드 브류 강력 추천이요 주말에는 사람 너무 많아서 테이크아웃 추천해요 ,2,1
rha****,5,콜롬비아 상루이 시드라 존맛탱 맛은좀 시드라fruity,콜롬비아 상무이 시더라 존맛탱 맛은 좀 시더라 fruity,1,1
이너피스,5,오픈첫타임 사람없고 좋네요 창가자리 좋은데 로스팅중인지 연기가 계속 올라와요 ,오픈 첫 타임 사람 없고 좋네요 창가 자리 좋은데 로스팅 중인지 연기가 계속 올라와요 ,1,1
당근,3,괜찮네요,괜찮네요,1,0
하,3.5,서울숲 입구라서 그런가 정신없고 바글바글하긴 한데 테이크아웃해서 가져가기 딱 좋아요 커피도 빨리 나오구,서울숲 입구라서 그런가 정신없고 바글바글하긴 한데 테이크아웃해서 가져가기 딱 좋아요 커피도 빨리 나오고,0,0
Bliss,5,좋아요,좋아요,1,1
SUNNY,1,양도 정말 작고 맛도 별로 없어요,양도 정말 작고 맛도 별로 없어요,-2,0
moj****,5,바로 앞에 서울숲이 있어서 좋아요 음료의 종류가 다양하진 않아요 내부 깔끔하고 바로 옆에 빵집 붙어있어서 디저트 같이 먹기에도 좋아요 주말에 가면 사람 짱 많아요,바로 앞에 서울숲이 있어서 좋아요 음료의 종류가 다양하진 않아요 내부 깔끔하고 바로 옆에 빵집 붙어있어서 디저트같이 먹기에도 좋아요 주말에 가면 사람 짱 많아요,4,1
미니녕,5,좋아요,좋아요,1,1
skaks,5,국,국,0,1
다음,5,분위기 맛 온도 대박,분위기 맛 온도 대박,1,1
반짝반짝동동,4.5,아메리카노 너무 맛나고 저녁에 창가 앉았는데 좋았어요 좋아서 다음날 낮에 또 갔네요,아메리카노 너무 맛나고 저녁에 창가 앉았는데 좋았어요 좋아서 다음날 낮에 또 갔네요,3,1
웅,3.5,맛과 분위기 좋은데 자리가 좀 불편해요,맛과 분위기 좋은데 자리가 좀 불편해요,0,0
utonium90,5,라떼 맛있어요,라테 맛있어요,1,1
marizzang,5,평일에 가니 한적하고 좋아요,평일에 가니 한적하고 좋아요,1,1
김지수,4.5,청포도쥬스 아주 맛있네요,청포도 주스 아주 맛있네요,1,1
윌벤,3.5,시그니쳐라떼인 버터쿠키라떼는 그냥 단 우유같아용 그래도 분위기조아요 힐링,시그니처 라테인 버터쿠키 라테는 그냥 단 우유 같아요 그래도 분위기 좋아요 힐링,2,0
민양,5,뷰맛집,뷰 맛집,1,1
좋은버터,5,규웃,기웃,0,1
좋은버터,5,조아요,좋아요,1,1
1starry,4.5,존맛탱 남치니가 왜 여기 아이스크림 강추하는 알게되었습니다 플랫화이트도 진하고 맛있었습니다,존맛탱 남 치느니가 왜 여기 아이스크림 강추하는 알게 되었습니다 플랫 화이트도 진하고 맛있었습니다,3,1
김경아,4.5,감성까페 분위기 굿  다만 개인적으로 산미가 강한 커피는 별로네요 산미 강한 커피 좋아하시는 분들은 굿굿 ,감성 카페 분위기 굿  다만 개인적으로 산미가 강한 커피는 별로네요 산미 강한 커피 좋아하시는 분들은 굿굿 ,3,1
kellycho,3.5,쑥라떼 너무 맛있어요 덜달게 먹을려고 생크림은 안담았어요 컵도 사가고싶네요 창가 자리에 앉으니 바람이 살랑살랑 불어서 기분도 좋아집니다 다음에 또 방문할게요,쑥 라테 너무 맛있어요 덜 달게 먹으려고 생크림은 안 담았어요 컵도 사 가고 싶네요 창가 자리에 앉으니 바람이 살랑살랑 불어서 기분도 좋아집니다 다음에 또 방문할게요,2,0
롱고리아,5,서울숲 들어가기전 커피사기 좋아요,서울숲 들어가기 전 커피 사기 좋아요,1,1
상은,3,박상호 대표님이 내려주는 필터로 먹어보고싶어요제발,박상호 대표님이 내려주는 필터로 먹어보고 싶어요 제발,0,0
파란 별,4.5,콜드블루 게이샤 깔끔함 쑥라떼 맛있음 다시 가고싶은 카페였음,콜드 블루 게이샤 깔끔함 쑥 라테 맛있음 다시 가고 싶은 카페였음,2,1
journey,5,나쁘지않아요 가볼만합니다,나쁘지 않아요 가볼 만합니다,0,1
헬찡,5,커피도 맛있고 분위기도 좋은 곳,커피도 맛있고 분위기도 좋은 곳,2,1
winter,4.5,분위기 좋고 커피도 맛있어요 좋은시간 보냈습니다,분위기 좋고 커피도 맛있어요 좋은 시간 보냈습니다,3,1
헬찡,5,커피도 맛있고 분위기도 좋아요,커피도 맛있고 분위기도 좋아요,2,1
jay,5,서울숲 앞이라 좋아요 깔끔해요,서울숲 앞이라 좋아요 깔끔해요,2,1
뚜뚜두,4.5,빵 넘나맛잇어요 특히 쇼콜라,빵 넘나 맛있어요 특히 쇼콜라,1,1
bo1102,5,존맛탱,존맛탱,1,1
munjung14,5,좋네요,좋네요,1,1
냥냥,3.5,2층에 숲을 바라볼 수 있는 개인 자리가 좋은 거 같아요 밖으로 나갈 수 있는 테라스도 좋고요 저는 쑥라떼 마셨는데 달지 않고 좋았어요,2층에 숲을 바라볼 수 있는 개인 자리가 좋은 거 같아요 밖으로 나갈 수 있는 테라스도 좋고요 저는 쑥 라테 마셨는데 달지 않고 좋았어요,3,0
lll****,5,냠냠,냠냠,1,1
Rome,2.5,초록초록 창가뷰는 정말 예쁘고 좋았어요 버터쿠키라떼는 커피인줄 알았지만 그냥 단 우유 맛 쑥라떼도 그냥 평범했던것 같아요,초록 초록 창가 뷰는 정말 예쁘고 좋았어요 버터쿠키 라테는 커피 인 줄 알았지만 그냥 단 우유 맛 쑥 라테도 그냥 평범했던 것 같아요,1,0
달콤사탕,3,가격이 넘 사악해요 맛은 그럭저럭 아이스크림은 맛있어여 아이먹기 딱좋아요 달지도 않고,가격이 너무 사악해요 맛은 그럭저럭 아이스크림은 맛있어요 아이 먹기 딱 좋아요 달지도 않고,0,0
민피디,5,콤부차 최고 또 하나 사가지고왓어요 약간 맥주맛 좀 납니다 효소느낌 ,콤부차 최고 또 하나 사가지고 왔어요 약간 맥주 맛 좀 납니다 효소 느낌,1,1
민피디,4.5,콤부차가 있어서 먹엇는데 오히려 남친 더 좋아햇어요 센터커피 커피가 맛있어요 직원 여자분 넘 친절하셨음 이날,콤부차가 있어서 먹었는데 오히려 남자친구 더 좋아했어요 센터 커피 커피가 맛있어요 직원 여자분 너무 친절하셨음 이날,4,1
우유니,3,분위기 좋은 카페입니다 버터쿠키라떼는 진짜 버터쿠키맛 가격에 비해 양이 적네요,분위기 좋은 카페입니다 버터쿠키 라테는 진짜 버터쿠키 맛 가격에 비해 양이 적네요,1,0
차은우,3,뷰는 최고 커피는 별로,뷰는 최고 커피는 별로,0,0
onefineday,3.5,깔끔 심플 조용 친구와 다시 오고 싶어요,깔끔 심플 조용 친구와 다시 오고 싶어요,2,0
Ouibon,5,맛나용,맛나요,1,1
luvbambi,5,좋아용,좋아요,1,1
땍꾸,5,버터쿠키라떼 존맛탱,버터쿠키 라테 존맛탱,1,1
꾸잉,5,게이샤존맛,게이샤존맛,1,1
졔졔,3.5,맛있는데 커피 양이 너무 적어여,맛있는데 커피 양이 너무 적어요,1,0
써니,4.5,기대를 너무했나분위기는 좋아요,기대를 너무 했나 분위기는 좋아요,2,1
영연은엽주현빠,3,아이스크림 맛있네요  디저트는 없는 것 같아요 이층이구 좌석은 좀 불편 ,아이스크림 맛있네요  디저트는 없는 것 같아요 이층이고 좌석은 좀 불편 ,-1,0
꽃보다,5,성수동 센터커피 분위기도 좋고 맛도 좋고 다음에 또 가려고요,성수동 센터 커피 분위기도 좋고 맛도 좋고 다음에 또 가려고요,2,1
hoo****,5,서울숲 뷰 맛집 풍경맛집,서울숲 뷰 맛집 풍경 맛집,2,1
yoonyooni,4.5,제 최애 카페커피 넘 맛있어요,제 최애 카페 커피 너무 맛있어요,2,1
상은,4.5,사장님이 내려준 커피 꼭 먹고싶네요 차분히 설명해줘서 정말 좋아요 특히 게이샤 역시 게이샤,사장님이 내려준 커피 꼭 먹고 싶네요 차분히 설명해줘서 정말 좋아요 특히 게이샤 역시 게이샤,0,1
los****,4.5,서울숲역과도 가깝고 커피듀 진짜 맛나요,서울숲 역과도 가깝고 커피 두 진짜 맛나요,1,1
퐁퐁이,5,우연히 방문했는데일상 속 여유로움을 선물해주는 카페였어요 ,우연히 방문했는데 일상 속 여유로움을 선물해주는 카페였어요 ,0,1
정아짱,5,통유리에 초록초록한 나무들이 보여 보기만해도 힐링되는 공간 맛있는 시그니처메뉴 버터쿠키라떼까지 환상의 조합,통유리에 초록 초록한 나무들이 보여 보기만 해도 힐링 되는 공간 맛있는 시그니처 메뉴 버터쿠키 라테까지 환상의 조합,1,1
des****,3,맛이 특별하진 않았어요,맛이 특별하진 않았어요,0,0
빅송,3,맛잇어요,맛있어요,1,0
serenity,3,좋아요,좋아요,1,0
하쿠나마타타,3.5,보통이였어요,보통이었어요,0,0
sfafafa,2,양이 넘 쯕어요한모금에 천원인가,양이 너무 쯕어요한모금에 천 원인가,0,0
엠제이,5,버터쿠키라떼 너무 맛있어요 비싸지만,버터쿠키 라테 너무 맛있어요 비싸지만,0,1
목포는 항구,5,커피 맛 쥑여줘요 친절해요,커피 맛 죽여줘요 친절해요,1,1
na6****,3,가끔 주스 한잔,가끔 주스 한잔,0,0
바히아,5,서울숲을 보며 먹는 아이스크림 최고,서울숲을 보며 먹는 아이스크림 최고,1,1
류수진,5,너무 달지도 시지도 않은 레몬이네요,너무 달지도 시지도 않은 레몬이네요,0,1
바히아,5,아이스크림 너무 맛있어요,아이스크림 너무 맛있어요,1,1
바히아,5,일행들도 다 좋아했어요,일행들도 다 좋아했어요,1,1
쏘달리,3.5,시원하고 직원분이 친절합니다 자리는 좀 불편해요,시원하고 직원분이 친절합니다 자리는 좀 불편해요,0,0
김기자,5,실내외 깔끔하고 커피도 맛있어요 서울숲 갔을 때 가면 딱,실내외 깔끔하고 커피도 맛있어요 서울숲 갔을 때 가면 딱,2,1
PBnJ,2,카푸치노가 우유맛에 밀려 싱겁다고 느낀건 개인 취행이겠으나 커피 제조시 맨손으로 종이컵의 입이 닿는 부분을 반복적으로 만지거나 쥐는건 상식적인 기본위생의 미준수라고 다수가 충분히 느낄 거라고 생각함 서울 숲은 굳이 카페 이층 창밖으로 보는 것보다 직접 걸어보고 느끼는게 낫다는 생각,카푸치노가 우유맛에 밀려 싱겁다고 느낀 건 개인 취향이겠으나 커피 제조 시 맨손으로 종이컵의 입이 닿는 부분을 반복적으로 만지거나 쥐는 건 상식적인 기본 위생의 미준수라고 다수가 충분히 느낄 거라고 생각함 서울 숲은 굿이 카페 이층 창밖으로 보는 것보다 직접 걸어보고 느끼는 게 낫다는 생각,2,0
알쵸,2.5,루프탑은 그늘이 아쉬어요,루프탑은 그늘이 아쉬워요,-1,0
오리둥이,4.5,쑥라떼와 파나마게이샤 핸드드립커피짱,쑥 라테와 파나마 게이샤 핸드드립 커피짱,1,1
hellosunday,5,예뻐요 자리도 다양해요,예뻐요 자리도 다양해요,1,1
햇님,4.5,버터쿠키라떼 맛있어요,버터쿠키 라테 맛있어요,1,1
허스키,5,인테리어 완전 취저 매장 들어갈 때부터 코를 자극하던 로스팅 향도 좋구 여자 직원분께서 추천해주신 원두도 아주 마음에 들었어요 ,인테리어 완전 최저 매장 들어갈 때부터 코를 자극하던 로스팅 향도 좋고 여자 직원분께서 추천해주신 원두도 아주 마음에 들었어요 ,1,1
헤렐레,5,예뻐요,예뻐요,1,1
이예림,3.5,맛있긴한데 너무 사람많고 자리도 불편해서 굳이입니다,맛있긴 한데 너무 사람 많고 자리도 불편해서 굿이입니다,1,0
mmm,2.5,메뉴가 죄다 비싸요서울숲 앞에 있어서 그러려니하지만 맛도 크게특별한 게 없는 듯 해서 아쉬웠어요,메뉴가 죄다 비싸요 이 서울숲 앞에 있어서 그러려니 하지만 맛도 크게 특별한 게 없는 듯해서 아쉬웠어요,-3,0
