USER,SCORE,REVIEW,MECAB,SENT_SCORE,SCALING,NEW_RATE
크아를,4.5,좋아요,"좋,아요",1,2.272727273,3.386363636
bnpou,3,커피는 맛있는데 가격대비 양이엄청적어요,"커피,는,맛있,는데,가격,대비,양,이,엄청,적,어요",1,2.272727273,2.636363636
rla****,4,선선하니 테라스 자리 좋아요,"선선,하,니,테라스,자리,좋,아요",2,2.5,3.25
없음,5,커피 맛있어요,"커피,맛있,어요",1,2.272727273,3.636363636
als****,3.5,커피 맛있어요,"커피,맛있,어요",1,2.272727273,2.886363636
디다기이이,5,드립커피 테이크아웃해서 서울숲 산책하기 좋은 곳,"드립,커피,테이크아웃,해서,서울숲,산책,하,기,좋,은,곳",1,2.272727273,3.636363636
gan****,5,콜드브루 강력 추천이요 주말에는 사람 너무 많아서 테이크아웃 추천해요 ,"콜드브루,강력,추천,이,요,주말,에,는,사람,너무,많,아서,테이크아웃,추천,해요",4,2.954545455,3.977272727
rha****,5,콜롬비아 상루이 시드라 존맛탱 맛은좀 시드라fruity,"콜롬비아,상무,이,시,더라,존맛,탱,맛,은,좀,시더,라,fruity",1,2.272727273,3.636363636
이너피스,5,오픈첫타임 사람없고 좋네요 창가자리 좋은데 로스팅중인지 연기가 계속 올라와요 ,"오픈,첫,타임,사람,없,고,좋,네요,창가자리,좋,은데,로스팅,중,인지,연기,가,계속,올라,와요",2,2.5,3.75
당근,3,괜찮네요,"괜찮,네요",-1,1.818181818,2.409090909
하,3.5,서울숲 입구라서 그런가 정신없고 바글바글하긴 한데 테이크아웃해서 가져가기 딱 좋아요 커피도 빨리 나오구,"서울숲,입구,라서,그런가,정신없,고,바글바글,하,긴,한데,테이크아웃,해서,가져가,기,딱,좋,아요,커피,도,빨리,나오,고",0,2.045454545,2.772727273
Bliss,5,좋아요,"좋,아요",1,2.272727273,3.636363636
SUNNY,1,양도 정말 작고 맛도 별로 없어요,"양,도,정말,작,고,맛,도,별로,없,어요",-1,1.818181818,1.409090909
moj****,5,바로 앞에 서울숲이 있어서 좋아요 음료의 종류가 다양하진 않아요 내부 깔끔하고 바로 옆에 빵집 붙어있어서 디저트 같이 먹기에도 좋아요 주말에 가면 사람 짱 많아요,"바로,앞,에,서울숲,이,있,어서,좋,아요,음료,의,종류,가,다양하진,않,아요,내부,깔끔,하,고,바로,옆,에,빵집,붙,어,있,어서,디저트,같이,먹,기,에,도,좋,아요,주말,에,가,면,사람,짱,많,아요",5,3.181818182,4.090909091
미니녕,5,좋아요,"좋,아요",1,2.272727273,3.636363636
skaks,5,국,국,0,2.045454545,3.522727273
다음,5,분위기 맛 온도 대박,"분위기,맛,온도,대박",1,2.272727273,3.636363636
반짝반짝동동,4.5,아메리카노 너무 맛나고 저녁에 창가 앉았는데 좋았어요 좋아서 다음날 낮에 또 갔네요,"아메리카노,너무,맛나,고,저녁,에,창가,앉,았,는데,좋,았,어요,좋,아서,다음,날,낮,에,또,갔,네요",3,2.727272727,3.613636364
웅,3.5,맛과 분위기 좋은데 자리가 좀 불편해요,"맛,과,분위기,좋,은데,자리,가,좀,불편,해요",0,2.045454545,2.772727273
utonium90,5,라떼 맛있어요,"라떼,맛있,어요",1,2.272727273,3.636363636
marizzang,5,평일에 가니 한적하고 좋아요,"평일,에,가,니,한적,하,고,좋,아요",1,2.272727273,3.636363636
김지수,4.5,청포도주스 아주 맛있네요,"청포도,주스,아주,맛있,네요",1,2.272727273,3.386363636
찡찡,4,서울숲 커피전문점 맛나요 옥상도 너무좋았는데 테이크아웃하느라 이용못해서 아쉬웠어요 다음에 꼭 옥상에서 마셔보고싶어요,"서울숲,커피,전문점,맛나,요,옥상,도,너무,좋,았,는데,테이크아웃,하,느라,이용,못,해서,아쉬웠,어요,다음,에,꼭,옥상,에서,마셔,보,고,싶,어요",1,2.272727273,3.136363636
윌벤,3.5,시그니쳐라떼인 버터쿠키라떼는 그냥 단 우유같아용 그래도 분위기조아요 힐링,"시그니처,라떼,인,버터,쿠키,라떼,는,그냥,단,우유,같,아요,그래도,분위기,좋,아요,힐링",1,2.272727273,2.886363636
민양,5,뷰맛집,뷰맛집,1,2.272727273,3.636363636
좋은버터,5,규웃,기웃,0,2.045454545,3.522727273
좋은버터,5,조아요,"좋,아요",1,2.272727273,3.636363636
1starry,4.5,존맛탱 남치니가 왜 여기 아이스크림 강추하는 알게되었습니다 플랫화이트도 진하고 맛있었습니다,"존맛,탱,남,치,느니,가,왜,여기,아이스크림,강추,하,는,알,게,되,었,습니다,플랫,화이트,도,진하,고,맛있,었,습니다",4,2.954545455,3.727272727
김경아,4.5,감성까페 분위기 굿  다만 개인적으로 산미가 강한 커피는 별로네요 산미 강한 커피 좋아하시는 분들은 굿굿 ,"감성,카페,분위기,굿,다만,개인,적,으로,산미,가,강한,커피,는,별로,네요,산미,강한,커피,좋,아,하,시,는,분,들,은,굿,굿",-1,1.818181818,3.159090909
겨울나무,4,굿,굿,1,2.272727273,3.136363636
kellycho,3.5,쑥라떼 너무 맛있어요 덜달게 먹을려고 생크림은 안담았어요 컵도 사가고싶네요 창가 자리에 앉으니 바람이 살랑살랑 불어서 기분도 좋아집니다 다음에 또 방문할게요,"쑥,라떼,너무,맛있,어요,덜,달,게,먹,으려고,생크림,은,안,담,았,어요,컵,도,사,가,고,싶,네요,창가자리,에,앉,으니,바람,이,살랑살랑,불,어서,기분,도,좋,아,집니다,다음,에,또,방문,할게요",2,2.5,3
ellen,4,서울숲이바로보이고창가자리너무좋네요,"서울숲,이,바로,보이,고,창가자리,너무,좋,네요",1,2.272727273,3.136363636
롱고리아,5,서울숲 들어가기전 커피사기 좋아요,"서울숲,들어가,기,전,커피,사,기,좋,아요",1,2.272727273,3.636363636
상은,3,박상호 대표님이 내려주는 필터로 먹어보고싶어요제발,"박상호,대표,님,이,내려,주,는,필터,로,먹,어,보,고,싶,어요,제발",0,2.045454545,2.522727273
파란 별,4.5,콜드블루 게이샤 깔끔함 쑥라떼 맛있음 다시 가고싶은 카페였음,"콜드,블,루,게이샤,깔끔,함,쑥,라떼,맛있,음,다시,가,고,싶,은,카페,였,음",2,2.5,3.5
journey,5,나쁘지않아요 가볼만합니다,"나쁘,지,않,아요,가,볼,만,합니다",-1,1.818181818,3.409090909
dhs****,4,맛있고좋습니닥,"맛있,고,좋,습니다",2,2.5,3.25
헬찡,5,커피도 맛있고 분위기도 좋은 곳,"커피,도,맛있,고,분위기,도,좋,은,곳",2,2.5,3.75
winter,4.5,분위기 좋고 커피도 맛있어요 좋은시간 보냈습니다,"분위기,좋,고,커피,도,맛있,어요,좋,은,시간,보냈,습니다",3,2.727272727,3.613636364
사또사,4,디카페인 콜드브루 충격적으로 맛있네요 2층은 더워서 별 깎음,"디카페인,콜드브루,충격,적,으로,맛있,네요,2,층,은,더워서,별,깎,음",0,2.045454545,3.022727273
헬찡,5,커피도 맛있고 분위기도 좋아요,"커피,도,맛있,고,분위기,도,좋,아요",2,2.5,3.75
쏘,4,쑥라떼 맛있네용,"쑥,라떼,맛있,네요",1,2.272727273,3.136363636
jay,5,서울숲 앞이라 좋아요 깔끔해요,"서울숲,앞,이,라,좋,아요,깔끔,해요",2,2.5,3.75
뚜뚜두,4.5,빵 넘나맛잇어요 특히 쇼콜라,"빵,넘,나,맛있,어요,특히,쇼콜라",1,2.272727273,3.386363636
bo1102,5,존맛탱,"존맛,탱",1,2.272727273,3.636363636
쿠잉,4,성수에 있는 카페 중 커피맛이 꽤 괜찮은 편인 것 같아요 직원분들도 친절한 편,"성수,에,있,는,카페,중,커피,맛,이,꽤,괜찮,은,편,인,것,같,아요,직원,분,들,도,친절,한,편",0,2.045454545,3.022727273
munjung14,5,좋네요,"좋,네요",1,2.272727273,3.636363636
냥냥,3.5,2층에 숲을 바라볼 수 있는 개인 자리가 좋은 거 같아요 밖으로 나갈 수 있는 테라스도 좋고요 저는 쑥라떼 마셨는데 달지 않고 좋았어요,"2,층,에,숲,을,바라볼,수,있,는,개인,자리,가,좋,은,거,같,아요,밖,으로,나갈,수,있,는,테라스,도,좋,고요,저,는,쑥,라떼,마셨,는데,달지않,고,좋,았,어요",4,2.954545455,3.227272727
lll****,5,냠냠,냠냠,1,2.272727273,3.636363636
Rome,2.5,초록초록 창가뷰는 정말 예쁘고 좋았어요 버터쿠키라떼는 커피인줄 알았지만 그냥 단 우유 맛 쑥라떼도 그냥 평범했던것 같아요,"초록초록,창가,뷰,는,정말,예쁘,고,좋,았,어요,버터,쿠키,라떼,는,커피,인,줄,알,았,지만,그냥,단,우유,맛,쑥,라떼,도,그냥,평범,했,던,것,같,아요",-1,1.818181818,2.159090909
lwa****,4,깔끔한분위기와 커피맛이 좋았어요,"깔끔,한,분위기,와,커피,맛,이,좋,았,어요",2,2.5,3.25
tiffany,4,커피 맛이 진하고 고소함 주차 안됨 연결되는 베이커리가 있다는게 장점,"커피,맛,이,진하,고,고소,함,주차안됨,연결,되,는,베이커리,가,있,다는,게,장점",3,2.727272727,3.363636364
달콤사탕,3,가격이 넘 사악해요 맛은 그럭저럭 아이스크림은 맛있어여 아이먹기 딱좋아요 달지도 않고,"가격,이,너무,사악,해요,맛,은,그럭저럭,아이스크림,은,맛있,어요,아이,먹,기,딱,좋,아요,달,지,도,않,고",0,2.045454545,2.522727273
유디,4,콜드브루 디카페인 있어서 좋았고 3층 야외 자리 있어서 좋았음 야외자리는 좀 정리정돈이 필요해보임,"콜드브루,디카페인,있,어서,좋,았,고,3,층,야외,자리,있,어서,좋,았,음,야외,자리,는,좀,정리정돈,이,필요,해,보임",1,2.272727273,3.136363636
민피디,5,콤부차 최고 또 하나 사가지고왓어요 약간 맥주맛 좀 납니다 효소느낌 ,"콤부차,최고,또,하나,사,가지,고,왔,어요,약간,맥주,맛,좀,납니다,효소,느낌",1,2.272727273,3.636363636
민피디,4.5,콤부차가 있어서 먹엇는데 오히려 남친 더 좋아햇어요 센터커피 커피가 맛있어요 직원 여자분 넘 친절하셨음 이날,"콤부차,가,있,어서,먹,었,는데,오히려,남자,친구,더,좋,아,했,어요,센터,커피,커피,가,맛있,어요,직원,여자,분,너무,친절,하,셨,음,이날",4,2.954545455,3.727272727
레몬사탕,4,커피는 맛있어요 자리가 없어서 불편,"커피,는,맛있,어요,자리,가,없,어서,불편",0,2.045454545,3.022727273
plumblossom7,4,커피 맛있어요 ,"커피,맛있,어요",1,2.272727273,3.136363636
우유니,3,분위기 좋은 카페입니다 버터쿠키라떼는 진짜 버터쿠키맛 가격에 비해 양이 적네요,"분위기,좋,은,카페,입니다,버터,쿠키,라떼,는,진짜,버터,쿠키,맛,가격,에,비해,양,이,적,네요",1,2.272727273,2.636363636
차은우,3,뷰는 최고 커피는 별로,"뷰,는,최고,커피,는,별로",0,2.045454545,2.522727273
onefineday,3.5,깔끔 심플 조용 친구와 다시 오고 싶어요,"깔끔,심플,조용,친구,와,다시,오,고,싶,어요",2,2.5,3
Ouibon,5,맛나용,"맛나,요",1,2.272727273,3.636363636
luvbambi,5,좋아용,"좋,아요",1,2.272727273,3.636363636
하늘보리,4,괜찮아요,"괜찮,아요",-1,1.818181818,2.909090909
euna,4,창문 큼직해서 좋아요,"창문,큼직,해서,좋,아요",2,2.5,3.25
땍꾸,5,버터쿠키라떼 존맛탱,"버터,쿠키,라떼,존맛,탱",1,2.272727273,3.636363636
꾸잉,5,게이샤존맛,"게이샤,존맛",1,2.272727273,3.636363636
ajldksjl,4,가성비는 별로지만 자리값이 한몫합니다,"가성비,는,별로,지만,자릿가격,이,한몫,합니다",-2,1.590909091,2.795454545
졔졔,3.5,맛있는데 커피 양이 너무 적어여,"맛있,는데,커피,양,이,너무,적,어요",1,2.272727273,2.886363636
써니,4.5,기대를 너무했나분위기는 좋아요,"기대,를,너무,했,나,분위기,는,좋,아요",2,2.5,3.5
ㅎㅇ,4,음료는 맛있었으나 강아지 입장 가능이라 별 하나 뺌 개털 알레르기가 있거나 개를 무서워하는 사람은,"음료,는,맛있,었,으나,강아지,입장,가능,이,라,별,하나,뺌,개털알레르기,가,있,거나,개,를,무서워하,는,사람,은",2,2.5,3.25
uinm,4,플레인 아이스크림 먹었는데 많이 달지 않고 맛있었습니다,"플레인,아이스크림,먹,었,는데,많이,달지않,고,맛있,었,습니다",2,2.5,3.25
영연은엽주현빠,3,아이스크림 맛있네요  디저트는 없는 것 같아요 이층이구 좌석은 좀 불편 ,"아이스크림,맛있,네요,디저트,는,없,는,것,같,아요,이,층,이,고,좌석,은,좀,불편",0,2.045454545,2.522727273
큐다,4,가격이 약간 비싸지만 아이스크림이 맛있다 날씨 좋은날 야외석 앉으면 분위기 갑,"가격,이,약간,비싸,지만,아이스크림,이,맛있,다,날씨,좋,은,날,야외,석,앉,으면,분위기,갑",1,2.272727273,3.136363636
꽃보다,5,성수동 센터커피 분위기도 좋고 맛도 좋고 다음에 또 가려고요,"성수동,센터,커피,분위기,도,좋,고,맛,도,좋,고,다음,에,또,가,려고요",2,2.5,3.75
hoo****,5,서울숲 뷰 맛집 풍경맛집,"서울숲,뷰맛집,풍경,맛집",2,2.5,3.75
yoonyooni,4.5,제 최애 카페커피 넘 맛있어요,"제,최애,카페,커피,너무,맛있,어요",2,2.5,3.5
상은,4.5,사장님이 내려준 커피 꼭 먹고싶네요 차분히 설명해줘서 정말 좋아요 특히 게이샤 역시 게이샤,"사장,님,이,내려준,커피,꼭,먹,고,싶,네요,차분히,설명,해,줘서,정말,좋,아요,특히,게이샤,역시,게이샤",1,2.272727273,3.386363636
los****,4.5,서울숲역과도 가깝고 커피듀 진짜 맛나요,"서울숲,역과,도,가깝,고,커피,두,진짜,맛나,요",1,2.272727273,3.386363636
퐁퐁이,5,우연히 방문했는데일상 속 여유로움을 선물해주는 카페였어요 ,"우연히,방문,했,는데,일상,속,여유,로움,을,선물,해,주,는,카페,였,어요",0,2.045454545,3.522727273
정아짱,5,통유리에 초록초록한 나무들이 보여 보기만해도 힐링되는 공간 맛있는 시그니처메뉴 버터쿠키라떼까지 환상의 조합,"통유리,에,초록초록,한,나무,들,이,보여,보,기,만,해도,힐링,되,는,공간,맛있,는,시그니처,메뉴,버터,쿠키,라떼,까지,환상,의,조합",1,2.272727273,3.636363636
des****,3,맛이 특별하진 않았어요,"맛,이,특별,하,진,않,았,어요",0,2.045454545,2.522727273
마리지천,4,서울숲 초입의 카페에요,"서울숲,초입,의,카페,에,요",0,2.045454545,3.022727273
1886,4,자리가 부족하긴 해서 기다렸지만 강아지 동반해서 차마시기 좋네요 수박주스 맛있어요,"자리,가,부족,하,긴,해서,기다렸,지만,강아지,동반,해서,차,마시,기,좋,네요,수박,주스,맛있,어요",0,2.045454545,3.022727273
ds2elf,4,친절해요 ,"친절,해요",1,2.272727273,3.136363636
빅송,3,맛잇어요,"맛있,어요",1,2.272727273,2.636363636
serenity,3,좋아요,"좋,아요",1,2.272727273,2.636363636
하쿠나마타타,3.5,보통이였어요,"보통,이,었,어요",-1,1.818181818,2.659090909
sfafafa,2,양이 넘 쯕어요한모금에 천원인가,"양,이,너무,쯕어요한모금에,천,원,인가",0,2.045454545,2.022727273
엠제이,5,버터쿠키라떼 너무 맛있어요 비싸지만,"버터,쿠키,라떼,너무,맛있,어요,비싸,지만",0,2.045454545,3.522727273
목포는 항구,5,커피 맛 쥑여줘요 친절해요,"커피,맛죽여줘요,친절,해요",1,2.272727273,3.636363636
na6****,3,가끔 주스 한잔,"가끔,주스,한잔",0,2.045454545,2.522727273
바히아,5,서울숲을 보며 먹는 아이스크림 최고,"서울숲,을,보,며,먹,는,아이스크림,최고",1,2.272727273,3.636363636
류수진,5,너무 달지도 시지도 않은 레몬이네요,"너무,달,지,도,시지,도,않,은,레몬,이,네요",1,2.272727273,3.636363636
바히아,5,아이스크림 너무 맛있어요,"아이스크림,너무,맛있,어요",1,2.272727273,3.636363636
바히아,5,일행들도 다 좋아했어요,"일행,들,도,다,좋,아,했,어요",1,2.272727273,3.636363636
hjc****,4,자리 윗층에도 있어요 시원하고 좋아요,"자리,위층,에,도,있,어요,시원,하,고,좋,아요",0,2.045454545,3.022727273
쏘달리,3.5,시원하고 직원분이 친절합니다 자리는 좀 불편해요,"시원,하,고,직원,분,이,친절,합니다,자리,는,좀,불편,해요",-1,1.818181818,2.659090909
김기자,5,내부외 깔끔하고 커피도 맛있어요 서울숲 갔을 때 가면 딱,"내부외,깔끔,하,고,커피,도,맛있,어요,서울숲,갔,을,때,가,면,딱",2,2.5,3.75
PBnJ,2,카푸치노가 우유맛에 밀려 싱겁다고 느낀건 개인 취행이겠으나 커피 제조시 맨손으로 종이컵의 입이 닿는 부분을 반복적으로 만지거나 쥐는건 상식적인 기본위생의 미숙이라고 다수가 충분히 느낄 거라고 생각함 서울 숲은 굳이 카페 이층 창밖으로 보는 것보다 직접 걸어보고 느끼는게 낫다는 생각,"카푸치노,가,우유,맛,에,밀려,싱겁,다고,느낀,건,개인,취향,이,겠,으나,커피,제조,시,맨,손,으로,종이컵,의,입,이,닿,는,부분,을,반복,적,으로,만지,거나,쥐,는,건,상식,적,인,기본,위생,의,미숙,라고,다수,가,충분히,느낄,거,라고,생각,함,서울숲,은,굿,이,카페,이층,창밖,으로,보,는,것,보다,직접,걸,어,보,고,느끼,는,게,낫,다는,생각",-1,1.818181818,1.909090909
호오릭,4,레몬맛 아이스크림 맛있어요,"레몬,맛,아이스크림,맛있,어요",1,2.272727273,3.136363636
Din,4,다행이다 들어와서,"다행,이,다,들어와서",1,2.272727273,3.136363636
알쵸,2.5,옥상은 그늘이 아쉬어요,"옥상,은,그늘,이,아쉬워,요",-1,1.818181818,2.159090909
오리둥이,4.5,쑥라떼와 파나마게이샤 핸드드립커피짱,"쑥,라떼,와,파나마,게이샤,핸드,드립,커피,짱",1,2.272727273,3.386363636
hellosunday,5,예뻐요 자리도 다양해요,"예뻐요,자리,도,다양,해요",2,2.5,3.75
햇님,4.5,버터쿠키라떼 맛있어요,"버터,쿠키,라떼,맛있,어요",1,2.272727273,3.386363636
윈드바라기,4,카피도 맛있고 서울숲 바로 앞에 있어서 테이크 아웃 하기도 좋아요,"카피,도,맛있,고,서울숲,바로,앞,에,있,어서,테이크아웃,하,기,도,좋,아요",2,2.5,3.25
둥이네,4,서울숲풍경 좋고 맛있어요,"서울숲,풍경,좋,고,맛있,어요",2,2.5,3.25
허스키,5,인테리어 완전 취저 매장 들어갈 때부터 코를 자극하던 로스팅 향도 좋구 여자 직원분께서 추천해주신 원두도 아주 마음에 들었어요 ,"인테리어,완전,최저,매장,들어갈,때,부터,코,를,자극,하,던,로스팅,향,도,좋,고,여자,직원,분,께서,추천,해,주,신,원두,도,아주,마음,에,들,었,어요",1,2.272727273,3.636363636
헤렐레,5,예뻐요,예뻐요,1,2.272727273,3.636363636
이예림,3.5,맛있긴한데 너무 사람많고 자리도 불편해서 굳이입니다,"맛있,긴,한데,너무,사람,많,고,자리,도,불편,해서,굿,이,입니다",2,2.5,3
mmm,2.5,메뉴가 죄다 비싸요서울숲 앞에 있어서 그러려니하지만 맛도 크게특별한 게 없는 듯 해서 아쉬웠어요,"메뉴,가,죄다,비싸,요,이,서울숲,앞,에,있,어서,그러,려니,하,지만,맛,도,크,게,특별,한,게,없,는,듯,해서,아쉬웠,어요",-2,1.590909091,2.045454545
jinee0726,5,센터커피 햇살맛집,"센터,커피,햇살,맛집",1,2.272727273,3.636363636
이나,5,위치가너무좋음,"위치,가,너무,좋,음",1,2.272727273,3.636363636
예히,4,뷰가 좋고 커피맛이 무난해요 커피나오는 컵이 예쁘네요,"뷰,가,좋,고,커피,맛,이,무난,해요,커피,나오,는,컵,이,예쁘,네요",1,2.272727273,3.136363636
Dior,4,버터쿠키라떼 쑥라떼 ,"버터,쿠키,라떼,쑥,라떼",0,2.045454545,3.022727273
윤스,5,센터커피 넘흐 좋아용,"센터,커피,너무,좋,아요",1,2.272727273,3.636363636
glduddl,5,좋아요,"좋,아요",1,2.272727273,3.636363636
윤스,4.5,센터커피는 우리동네 최애커피,"센터,커피,는,우리,동네,최애,커피",1,2.272727273,3.386363636
윤스,4.5,5월엔 레몬소프트,"5,월,엔,레몬,소프트",0,2.045454545,3.272727273
SSeung,4,커피도 맛있고 창으로 보이는 서울숲도 좋아요,"커피,도,맛있,고,창,으로,보이,는,서울숲,도,좋,아요",2,2.5,3.25
kim****,5,햇살맛집  커피도 맛잏어요,"햇살,맛집,커피,도,맛,잏어요",1,2.272727273,3.636363636
프라임스,4,센터커피 서울숲의 핫 플레이스,"센터,커피,서울숲,의,핫플레이스",1,2.272727273,3.136363636
닉네임,4.5,카페분위기도 좋았고 깔끔했습니다,"카페,분위기,도,좋,았,고,깔끔,했,습니다",2,2.5,3.5
Marie,5,아이스크림도 팔길래 먹어봤어요 설탕이 안들어가서 깔끔한 맛이에요 근데 다른 사진들 보니깐 딸기 가루 같은거 뿌려주시던데 전 안올려주셨,"아이스크림,도,팔,길래,먹,어,봤,어요,설탕,이,안,들어가,서,깔끔,한,맛,이,에요,근데,다른,사진,들,보,니깐,딸기,가루,같,은,거,뿌려,주,시,던데,전,안,올려,주,셨",1,2.272727273,3.636363636
Marie,5,커피맛있어요 친절하구요 좋은 자리는 한정적이긴 한데 숲을 보고 앉는 창가자리가 제일 좋아요,"커피,맛있,어요,친절,하,고요,좋,은,자리,는,한정,적,이,긴,한데,숲,을,보,고,앉,는,창가자리,가,제일,좋,아요",4,2.954545455,3.977272727
서서,5,서울숲 바로 앞이라 분위기도 좋고 커피도 맛있었어요,"서울숲,바로,앞,이,라,분위기,도,좋,고,커피,도,맛있,었,어요",2,2.5,3.75
Ju,4,고소한 커피와 상큼한 딸기 아이스크림이 맛있어요 분위기도 좋습니다,"고소,한,커피,와,상큼,한,딸기,아이스크림,이,맛있,어요,분위기,도,좋,습니다",4,2.954545455,3.477272727
유니924,3.5,커피 맛있고 시원하고 좋아요,"커피,맛있,고,시원,하,고,좋,아요",1,2.272727273,2.886363636
디즈니,3,사람 많아요,"사람,많,아요",1,2.272727273,2.636363636
sil****,4.5,커피랑 다른 음료들 빵 모두 맛있었어요 분위기도 맘에 들었어요,"커피,랑,다른,음료,들,빵,모두,맛있,었,어요,분위기,도,맘,에,들,었,어요",1,2.272727273,3.386363636
에디헝,5,쑥라떼 너무 맛있어요 ,"쑥,라떼,너무,맛있,어요",1,2.272727273,3.636363636
오렌지라떼,4,분위기 좋아서 자주 가는 곳입니다,"분위기,좋,아서,자주,가,는,곳,입니다",1,2.272727273,3.136363636
미니나,4.5,센터커피 센터커피서울숲 서울숲카페 서울숲을 내려다볼수 있는 위치 분위기가 좋아요 커피도 유명하고 바로 옆집에서 베이커리류 판매하고 있어요,"센터,커피,센터,커피,서울숲,서울숲,카페,서울숲,을,내려다볼,수,있,는,위치,분위기,가,좋,아요,커피,도,유명,하,고,바로,옆집,에서,베이커리,류,판매,하,고,있,어요",1,2.272727273,3.386363636
rkdms,5,버터쿠키라떼 정말 맛있어요,"버터,쿠키,라떼,정말,맛있,어요",1,2.272727273,3.636363636
yoohooheeee,4,가격대비 작고 소중한커피,"가격,대비,작,고,소중,한,커피",1,2.272727273,3.136363636
fine,5,마시써요,"맛있,어요",1,2.272727273,3.636363636
낭만곰순이,5,맛있고 분위기도 좋고 편해요,"맛있,고,분위기,도,좋,고,편해요",3,2.727272727,3.863636364
나인,5,날씨 좋을때 가면 뷰가 좋아요 ,"날씨,좋,을,때,가,면,뷰,가,좋,아요",2,2.5,3.75
그래서,3, 성수동의 앤간한 까페는 9시에 닫아요센터도 마찬가지에요  가격은 비싼편이에요 앉을 자리가 매우 불편하고 많지 않다는걸 생각하면 더더욱이나 가성비는 떨어진다고 생각해요 막 서프라이징하게 맛있지도 않았어서  성수동의 괜찮은 커피집 아시는분 있으면 제보좀 부탁드려요,"성수동,의,앤간,한,카페,는,9,시,에,닫,아요,센터,도,마찬가지,예요,가격,은,비싼,편,이,에요,앉,을,자리,가,매우,불편,하,고,많,지,않,다는,걸,생각,하,면,더더욱,이나,가성비,는,떨어진다고,생각,해요,막,서프,라이징,하,게,맛있,지,도,않,아서,성수동,의,괜찮,은,커피,집,아,시,는,분,있,으면,제보,좀,부탁,드려요",-1,1.818181818,2.409090909
dpd****,4,라떼 맛있어요,"라떼,맛있,어요",1,2.272727273,3.136363636
fine,5,창가 자리가 엊어서 아쉽지만,"창가자리,가,얹,어서,아쉽,지만",-1,1.818181818,3.409090909
정,4,옥상에서 여유롭게 커피 마셨습니다,"옥상,에서,여유,롭,게,커피,마셨,습니다",1,2.272727273,3.136363636
min,3,주문받으시는분 주말이라 힘드신듯,"주문,받,으시,는,분,주말,이,라,힘드신,듯",0,2.045454545,2.522727273
라차타,5,굿,굿,1,2.272727273,3.636363636
고죠,5,뷰도 좋구 인테리어두 좋구 무엇보다도 인생초콜릿라떼였어요,"뷰,도,좋,고,인테리어,도,좋,고,무엇,보다,도,인생,초콜릿,라떼,였,어요",3,2.727272727,3.863636364
2201,5,분위기 좋네요,"분위기,좋,네요",1,2.272727273,3.636363636
쏘염,4,사람없을때 다시 가보고싶어요 빵  디저트 존맛 ,"사람,없,을,때,다시,가,보,고,싶,어요,빵,디저트,존맛",1,2.272727273,3.136363636
Seolflower,4,커피 맛있었어요 쑥라떼는 정말 달달했습니다 빵도 괜춘 ,"커피,맛있,었,어요,쑥,라떼,는,정말,달달,했,습니다,빵,도,괜춘",3,2.727272727,3.363636364
석자,5,서울숲근처에 좋은 분위기의 카페,"서울숲,근처,에,좋,은,분위기,의,카페",1,2.272727273,3.636363636
msn****,4,맛괜찮네요,"맛,괜찮,네요",-1,1.818181818,2.909090909
kakao,5,쑥라떼 크림 부드러워요,"쑥,라떼,크림,부드러워,요",1,2.272727273,3.636363636
ksj****,5,이제껏 마셔본 디카페인 커피 중 최고 커피 못 마시는 사람도 맛있는 디카페인 커피를 먹을 수 있다,"이제껏,마셔본,디카페인,커피,중,최고,커피,못,마시,는,사람,도,맛있,는,디카페인,커피,를,먹,을,수,있,다",2,2.5,3.75
쏘피,5,서울숲전망 분위기맛집,"서울숲,전망,분위기,맛집",1,2.272727273,3.636363636
APTX4869,4,드립커피 맛있음,"드립,커피,맛있,음",1,2.272727273,3.136363636
siaaatwo,4,괜찮아요 커피마시기 좋네요,"괜찮,아요,커피,마시,기,좋,네요",0,2.045454545,3.022727273
june,4,맹한데 끝맛이 좋음,"맹한,데,끝,맛,이,좋,음",1,2.272727273,3.136363636
