,INDEX,USER,SCORE,REVIEW,SENT_SCORE,SIGN,POS/NEG,,
1961,816,영영,5,"맛있,어요",1,1,1,T,
1962,1543,반짝할,5,"성수동,에,갈일,있,을,때,마다,꼭,들리,는,헤이,바울,신상인,헤이,레몬,아임,파인,은,새콤새콤,맛있,어요",1,1,1,T,
1963,1566,rla****,5,"스무디,와,과일,그리고,그래,놀라,를,같이,먹,을,수,있,다는,장점,이,가득,한,아주,신선,하,고,건강,한,맛,이,었,어요,다음,에,또,방문,할게요",4,1,1,T,
1964,4271,김,4,"케이크,맛있,어요,특히,자몽,홍차,케이크",1,1,1,T,
1965,3560,지뚜,3.5,"체리,조,맛,이,신기,하,네요,다,들,한번,드셔,보,세요,레몬,파운드,맛나,요",3,1,1,T,
1966,4076,ybk,4,"잘,마셨,습니다",1,1,1,T,
1967,7599,워니,5,"당근,케이크",0,0,0,T,
1968,7505,izz****,3,"좀,비,쌈",0,0,-1,F,
1969,3588,jam****,5,"매일,아침,최고,의,커피",1,1,1,T,
1970,6306,Vitamin Girl,4,"블루베리,쇼트,맛남,헤이즐넛,쇼콜라,별로,롱,블랙,은,밍밍",-1,-1,-1,T,
1971,2351,쭈늬,4,"많이,달,지,않,고,보들,한,식감,이,특이,해서,좋,았,어요,어르신,들,이,좋,아,하,실,것,같,아요",1,1,1,T,
1972,5087,채오이,5,"다음,에,가,서,먹,고,싶,은,빵,이,많,아요,가격대,는,있,고,흐리,고,바람,많이,부,는,여름날,루프,탑,에서,너무,좋,았,습니다",2,1,1,T,
1973,352,안되,5,"예약,이,있,어,편하,고,예약,만,해,두,면,일찍,가,도,괜찮,잠봉,뵈,르,맛있,어요,잠봉,만드,는,게,훈제,를,하,는,건지,훈제,향,너무,좋,았,고,적절,하,게,짭짤,그리고,버터,고소,또,먹,고,싶,어요",2,1,1,T,
1974,5804,경암,4,"공원,옆,이,라,더,좋,아요",1,1,1,T,
1975,7726,CREAM,3,"분위기,좋,음,찻값,은,비싼,편",0,0,0,T,
1976,7011,upl****,4.5,"분위기,끝장,가격,도,끝장",0,0,0,T,
1977,3421,ASHELY,5,"맛있,습니다",1,1,1,T,
1978,7784,may****,3.5,"평일,에,도,사람,이,많,은,핫플,연예인,도,자주,오,나,봐요,디저트,맛있,어,보이,는데,담,엔,디저트,도,먹,어,보,고,싶,네요",3,1,1,T,
1979,8603,kjekje,0.5,"피자,리코타,치즈,샐러드,파스타,먹,었,음,전반,적,으로,가로수길,고급,브런치,카페,수준,으로,비싸,고,맛없,고,불,친절,한,곳,피자,45,도우,가,얇,고,쫀득,해서,맛,있,음,27,이,었,는데,조금,비싸,다,생각,함,파스타,055,파스타,절대,먹,지,마세요,가격,도,25,이상,이,었,는데,강남,에,같,은,가격,주,고,엄청,맛있,는,파스타,먹,을,수,있,음,진짜,가격,너무,비,쌈,샐러드,255,샐러드,가격,도,25,이상,그냥,보통,인,맛,근데,이,돈,주고,는,안,먹,음,아,그리고,내부,너무,추워,요",-3,-1,-1,T,
1980,7034,nay****,4.5,"멋진,공간",1,1,1,T,
1981,7356,아이,3.5,"커피,맛,이,너무,셔,요,장소,는,넓,고,좋,았,습니다",2,1,0,F,
1982,5000,시그노쓰레기,3.5,"아메리카노,산미,없,고,맛있,음,앙,버터,스콘,팥,버터,스콘,이,라,해,주,세요,는,별로",-2,-1,0,F,
1983,324,yoonyoon16,5,"우선,가게,내부,랑,외부,가,너무,이쁘,고요,진짜,세상,친절,하,세요,메뉴,나오,기,전,에,보리,차,도,주,시,고,먹,는,방법,설명,도,해,주,시,고,서비스,로,계란,이랑,피자,랑,막,엄청,주,셨,어요,엉엉,너무,감사,제,생일,이,라,친구,랑,놀,러,온,건데,진짜,잘,왔,어요,희희,또,올게요",6,1,1,T,
1984,8123,xaxx56,4,"성수동,핫플,입니다,공간,도,넓,고,시원,해서,좋,습니다",2,1,1,T,
1985,2488,maggiekim,5,"좋,아요,맛있,어요",2,1,1,T,
1986,3196,미뇨미,4.5,"사람,이,많,네요,시원",0,0,1,F,
1987,1133,시나브로,4.5,"너무,맛있,어서,또,올,것,같,아요",1,1,1,T,
1988,8346,sundungga,4.5,"음료,가격대,는,좀,있,지만,맛있,고,친절,하,세요,쿠키,는,생각,보다,딱딱,하,고,너무,달,기,만,했,어요",1,1,0,F,
1989,2106,김호두,3.5,"빵,맛있,어요",1,1,1,T,
1990,4750,3d홀릭,5,"맛나,요",1,1,1,T,
1991,4933,navely,4,"저녁,에,가,면,빵,이,너무,없,어요",0,0,-1,F,
1992,8219,오늘하루도,4,"마카롱,만,맛집",1,1,0,F,
1993,5605,cho09,4,"다크,한,원두,선택,했,어요,쓴맛,을,느끼,고,싶,으면,이것,으로",-1,-1,0,F,
1994,6743,rimrimrim99,5,"맛있,고,예뻐요",2,1,1,T,
1995,3657,노네임,4,"좋,아요,맛있,어요",2,1,1,T,
1996,3006,파미,5,"내부,가,넓,고,좋,아요,릴,렉서,존맛,탱",3,1,1,T,
1997,7897,wmk****,2.5,"넓,고,분위기,는,좋,으나,커피,맛,은,별로,특히,라테,정말,맛없,음",0,0,-1,F,
1998,1685,chlthgks,5,"더운,날씨,에,집,나간,입맛,과,영양,모두,챙겨,주,는,메뉴,였,어요,그래,놀라,추가,해서,좀,더,든든,하,지만,다음,엔,식사,대용,이,목적,이,라면,2,개,시킬,거,예요",2,1,1,T,
1999,3927,종우,5,"성수동,에서,제일,많이,가본,글,로우,단골,된,지,오랜,데,뒤늦,게,리뷰,작성,해요,요기,바닐라,라테,정말,맛있,고,빵,들,도,거진,다,맛있,었,어요,점심,시간,에,는,직장인,들,이,많,아서,상대,적,으로,3,시,이후,에,가,는,편,이,고,추천,해요,커피,맛집,으로,알,만,한,사람,들,은,알,기,에,먹,어,보,세요",6,1,1,T,
2000,4427,che****,4,"분위기,좋,고,커피,맛있,고",2,1,1,T,
2001,3585,gon****,5,"인생,커피,땅콩,크림",1,1,1,T,
2002,6890,뺘뺘롱,5,"밀크티,너무,맛있,고,예뻐요",2,1,1,T,
2003,839,또코,3,"맛있,어요",1,1,1,T,
2004,6193,윤세희,4,"자주,가,는데,다른,음료,도,다,맛있,아요",1,1,1,T,
2005,6091,호롱불,5,굿,1,1,1,T,
2006,5396,깟뎀깟뎀,5,"성수,카페,인테리어,깡패",1,1,1,T,
2007,1014,RORO,5,"크,로,플,처음,먹,어,봤,는데,바삭,하,니,괜찮,네요",0,0,1,F,
2008,2756,노원구사무국장,5,"좋,아요",1,1,1,T,
2009,1066,배큼,5,"기다린,만큼,보람,있,는,맛,이,네요",2,1,1,T,
2010,6052,박세경,4,"맛있,고,예쁜데,너무,비싸,고,양,도,적,어요",1,1,0,F,
2011,1194,리뷰어,4,"성수,새들러,하우스,좋,아요",1,1,1,T,
2012,5836,동실동실,5,"커피,향,이,너무나,좋,고,분위기,도,만점,쑥,라테,도,맛나,요",3,1,1,T,
2013,8434,nnk****,4,"커피,디저트,공간,분위기,좋,아요",1,1,1,T,
2014,1464,꿍이꿍이,4.5,"맛있,어요",1,1,1,T,
2015,6281,ons****,5,"좋,아요",1,1,1,T,
2016,796,달님,5,"맛있,어요,또,가,고픔",1,1,1,T,
2017,6237,상추,5,"아이스,롱,블랙,페퍼민트,카페,라테,블루베리,쇼트,맛있,어요",1,1,1,T,
2018,1546,미모르,4.5,"주말,아침,건강,식단",0,0,1,F,
2019,154,스시,5,"커피,가,너무,맛있,어요,성수동,오,면,꼭,들러,보,세요,가게,내부,도,너무,이쁘,고,외부,도,너무,이뻐서,사진,찍,기,좋,아요,최고,입니다",5,1,1,T,
2020,3660,Leah soo,4,"밴,엔,제리,좋,아,욥",1,1,1,T,
2021,2728,jj4750,5,굿,1,1,1,T,
2022,7208,어느날,5,"크,고,예뻐요",1,1,1,T,
2023,982,푸우꿀단지,5,"성수,에,생겨서,너무,좋,아요",1,1,1,T,
2024,5018,hyoyalove,5,"좋,아요",1,1,1,T,
2025,979,애플트리,5,"맛있,어요",1,1,1,T,
2026,6811,돈달돈달,3.5,"유명,해서,그런지,사람,이,많,아요,기대,해서,그런지,평범,했,습니다",1,1,0,F,
2027,3811,fly away,4,"성수동,에서,제일,핫,하,다는,카페,라,가,봤,습니다,일단,너티,클라우드,는,정말,다른,데,서,맛볼,수,없,는,진하,고,매력적,인,아인,슈페너,같,아요,근데,다,마시,고,나,면,목,말라요,아아,는,무난,하,지만,산미,없,는,맛,이,라,좋,았,습니다,너티,클라우드,6000,아이스,아메리카노,4000",2,1,1,T,
2028,5563,룰루랄라,4,"굿,굿",2,1,1,T,
2029,4230,www****,2.5,"좋,아요",1,1,1,T,
2030,5684,csl****,5,"자주,사,먹,어요",0,0,1,F,
2031,6279,튤립조아,5,"딸기,쇼트,너무,맛있,어요,분위기,도,좋,고,자리,가,많,고,넓,어서,좋,네요",5,1,1,T,
2032,7786,오가람,4,"개인,취향,이,지만,디카페인,바닐라,라테,가,2,번,보다,더,맛있,었,고,레몬,핀,은,좀,별로,네요",0,0,0,T,
2033,1088,미나어리,5,"가로수길,에,있,을,때,줄,서,서,먹,었,는데,성,수점,은,평일,저녁,에,안,기다리,고,먹,었,네요",1,1,1,T,
2034,8397,kim****,2.5,"커피,너무,비,쌈",0,0,-1,F,
2035,8648,씨야,4.5,"방역,관리,철저,분위기,굿",1,1,1,T,
2036,8454,호듀듀,5,"좋,아요",1,1,1,T,
2037,5436,효진,5,"공주,밤,빵,너무,존맛,이,에요,진짜,맛있,어요",2,1,1,T,
2038,7749,배로나,4,"별,기대,안,했,는데,커피,맛있,어요",2,1,1,T,
2039,4371,Yooon,5,"라테,와,먹,기,에,좋,다",1,1,1,T,
2040,3186,oop****,4,"성수동,스타,벅스,항상,사람,이,많,아요,리뉴,얼,한지,얼마,안,돼서,좋,아요",2,1,1,T,
2041,4976,해변의 카프카,5,"테이크아웃,하,면,2000,원,할인,이,매력적,입니다",2,1,1,T,
2042,3910,tom****,0.5,"블로그,보,고,갔,다가,넘버,1,얼,그레이,무화과,케이크,넘버,2,바닐라,카,눌,레,두,가지,시켰,는데,가눌,레,는,그냥저냥,먹,을,만,했,는데,얼,그레,이,케이크,는,한입,씩,먹,고,그냥,두,고,왔,네요,너무,맛없,어요,음료,할인,시간,대,에,주문,했,는데,할인,이,안,된,거,같,아,물,어,보,니,짜증,스러운,얼굴,로,되,는,메뉴,만,된다,그럴,거,면,뭐,뭐,뭐,망,된다,적,어,놓,으시,던지요,그게,그렇게,짜증,내실,질문,인가요,기분,전환,하,러,갔,다,기분,더러워져,나왔,습니다",-3,-1,-1,T,
2043,7949,ksa6847,4,"밀푀유,맛있,음,디카페인,아메리카노,별로,직원,은,그다지,친절,하,지,않,음",0,0,-1,F,
2044,5204,팡,5,"필링,이,가득,해서,너무,맛있,어요",2,1,1,T,
2045,3572,리나아,4,"커피,맛있,어요",1,1,1,T,
2046,4719,Ren,5,"굿,굿",2,1,1,T,
2047,6805,러그,4,굿,1,1,1,T,
2048,6926,수찡,4.5,"외국,카페,에,온,것,같,은,느낌,이,에요,음료,도,맛있,고,매장,도,넓,어서,좋,습니다,음료,값,이,좀,비싼,것,같,긴,해요",2,1,1,T,
2049,8348,이매다,4,"좋,아요",1,1,1,T,
2050,2580,jih****,5,"쌀,케이크,가,이렇게,맛있,다니,다음,에,또,오,려고요",1,1,1,T,
2051,4242,크램챠우더,5,"좋,아요",1,1,1,T,
2052,7701,dyt****,3,"분위기,만,좋,음,음료,맛없,의자,불편,그냥,한,번,쯤,와볼,만",-2,-1,-1,T,
2053,3837,marizzang,4.5,"맛있,어요",1,1,1,T,
2054,3230,오채원,4.5,"직원,도,친절,하,고,분위기,도,좋,아,욯",2,1,1,T,
2055,2217,cag****,5,"디저트,류,맛있,고,다양,해요",2,1,1,T,
2056,543,dldlscjf6025,5,"이,집,은,크루아상,종류,특히,잠봉,뵈,르,는,예약,없이,는,없,어서,못,먹,습니다,잠봉,이,전혀,짜,지,않,아,너무,좋,아요,잠봉,도,맛있,지만,바게트,자체,도,맛있,어서,따로,플레인,바게트,도,사,먹,어,봐야겠어요",3,1,1,T,
2057,2040,사랑오랑,5,"맛있,다",1,1,1,T,
2058,5960,1886,4,"자리,가,부족,하,긴,해서,기다렸,지만,강아지,동반,해서,차,마시,기,좋,네요,수박,주스,맛있,어요",0,0,1,F,
2059,8141,피오베레,4.5,"가게,건축,인테리어,독특,했,어요,맛있,는,빵,이,디저트,먹,으면서,잘,쉬,었,다가,요",3,1,1,T,
2060,7336,한제희,5,"멋,집,니다",1,1,1,T,
2061,3576,good,2.5,"밀크티,완전,비추",-1,-1,-1,T,
2062,5135,오름직한 동산,4,"맛있,어요",1,1,1,T,
2063,5307,hehe,4,"자리,가,없,어서,겨우,자리,잡,았,어요,오래,된,폐,건물,콘셉트,인,듯,한데,인테리어,는,안국,어니언,한옥,느낌,이,훨씬,이쁜,거,같,아요,빵,종류,도,생각,보다,적,었,지만,바로,바로,만들,어서,디스플레이,해,두,는,거,같,았,어요,옥상,이,제일,뷰,가,좋,은,거,같,은데,못,앉,아서,아쉽,지만,음료,도,빵,도,맛나,게,먹,고,왔,어요",1,1,1,T,
2064,5653,그지,5,"친절,하,고,맛있,어요",2,1,1,T,
2065,7310,Amy,4,"분위기,가,너무,좋,어요",1,1,1,T,
2066,3037,국시,4,굿,1,1,1,T,
2067,8281,tnd****,4,"공간,도,넓,고,빵,도,맛있,어요",2,1,1,T,
2068,2959,qaz,5,"테이크아웃,코로나,제발,없,어,져라",0,0,0,T,
2069,5454,zeon1028,4,"빵,이,맛나,여",1,1,1,T,
2070,6226,이야야얍,4,"맛있,어요",1,1,1,T,
2071,7767,마미샤크,5,"핫,프로,이,네요,발레,1,시간,3,천,원",1,1,0,F,
2072,8330,워니,5,"좋,아요",1,1,1,T,
2073,5423,혜린,4,"분위기,좋,아요",1,1,1,T,
2074,5793,trainmen,5,"서울숲,산책,하,면서,테이크,아웃,하,기,도,좋,고,커피,도,너무,맛있,네요,다음,엔,아이스크림,먹,어,볼래요",2,1,1,T,
2075,7835,pro****,5,"분위기,가,깡패,다,옹근,달",1,1,1,T,
2076,2499,jkd****,4,"분위기,굿,맛,도,굿,커피,가,찐,해요",2,1,1,T,
2077,6457,dej****,4,"좋,아요",1,1,1,T,
2078,3444,sun****,5,"감사,합니다,잘,받,았,습니다",2,1,1,T,
2079,231,잠이부족한넘,5,"바질,레몬,젤라,또,짱",1,1,1,T,
2080,2861,도라,5,굿,1,1,1,T,
2081,8273,Sieca,5,"블루베리,케이크",0,0,0,T,
2082,2749,hoon0523,4,굿,1,1,1,T,
2083,6394,별별,5,"카페,가,너무,예쁘,고,음료,도,맛있,었,어요",2,1,1,T,
2084,2259,보솜,4,"부담,없,고,맛있,는,케이크,재,방문,하,는,데,데려온,친구,들,도,만족,해,해서,더,기분,좋,네요",4,1,1,T,
2085,8256,im,4,"매장,도,넓,고,빵,도,생각,보다,맛있,네요",2,1,1,T,
2086,2137,kwonaa,5,"빵,도,종류,많,고,맛,도,굿,굿",3,1,1,T,
2087,2795,dmswl1624,5,"친절,해요",1,1,1,T,
2088,1181,Jwan,4,"비,쌈,맛있,음,그런데,가로수,길,은,줄,서,서,먹,는다던데,그,정돈,아님",0,0,0,T,
2089,327,ha0****,4,이뻐요,1,1,1,T,
2090,4919,lyric,4.5,"은근,자리,많,아요,빵,도,괜춘",2,1,1,T,
2091,8724,딩딩,4,"최근,에,놀,면,뭐,하,니,에,나온,빌리,아이리,시,벽화,가,있,는,대형,카페,겸,펍이에요,헤벌린,화이트,맥주,맛있,었,어요,2,층,테이블,에,옥상,테이블,까지,분위기,맛집",2,1,1,T,
2092,3055,메렁,4.5,"좋,아요",1,1,1,T,
2093,3127,벚꽃,5,"좋,아요",1,1,1,T,
2094,6027,msn****,4,"맛,괜찮,네요",-1,-1,1,F,
2095,8763,sk3****,4,"혼자,서,도,마시,는,음료",0,0,0,T,
2096,8241,후후,3.5,"마카롱,은,맛남",1,1,1,T,
2097,5071,gornooo,5,"라테,맛있,네요",1,1,1,T,
2098,437,슘,5,"깜,빠,뉴,맛있,어요,자주,갈게요",2,1,1,T,
2099,2308,pin****,3.5,"아담,하,고,라테,맛있,어요",0,0,1,F,
2100,7316,호호홍홍,4,"분위기,좋,아요",1,1,1,T,
2101,7995,apple0512,4,"좋,아요",1,1,1,T,
2102,6907,1l11lll1Il1,4.5,"분위기,가,좋,은,카페인,줄,알,았,지만,근래,먹,어,본,최고,의,커피,를,만났,습니다,시그,니,처,블,렌,드,의,맛,은,최고,였,습니다",3,1,1,T,
2103,1548,하하하,4,"맨날,먹,는,곳,이,라,항상,맛있,어요,근데,가격,이,초창기,보다,오른,것,같,네요",2,1,1,T,
2104,6383,꿀수,5,"아이스,아메리카노,랑,빵,이랑,디저트,먹,고,왔,어요,맛있,네요",1,1,1,T,
2105,134,aab****,5,"레몬,젤라,또,너무,맛있,어요,강력,추천,합니다,신,거,좋,아,하,시,는,분,은,바질,레몬,슬러,시도,추천,해,드려요",4,1,1,T,
2106,5408,유아,3,"저녁,에,사람,많,다",1,1,0,F,
2107,7420,냠냠,5,"부위,도,좋,고,넓,고,사진,전,갤러리,도,하,고,있,어서,재,방문,의사,200,퍼,용",2,1,1,T,
2108,8030,지니갱,5,"좋,아요,오",1,1,1,T,
2109,864,dkfmadk,5,"좋,아요",1,1,1,T,
2110,2317,이횰,5,"쌀,가루라,좋,고,모양,도,정말,백설기,콩설기,똑,닮,았,어요,보,는,맛,도,좋,고,진짜,맛,도,좋,아요,번창,하,세요",4,1,1,T,
2111,1570,HEESTA,5,"평소,에,자주,방문,해서,먹,는데,테이크아웃,은,첨,이,예요,깔끔,하,게,포장,해,주,샤,서,기분,좋,아요",1,1,1,T,
2112,7136,kook8318,5,"할아버지,최고",1,1,1,T,
2113,4803,여니여니,5,"빵,이,안,살,수,없,는,비주얼,에,맛,도,기,가,막혀요,지금,은,커피,를,마실,수,가,없,어서,문경,오미자,팀,사,먹,었,는데,가격,은,좀,부담,스러웠,지만,맛,은,굉장히,있,습니다",1,1,1,T,
2114,2159,하잇,5,"친절,하,시,고,맛나,요",2,1,1,T,
2115,3840,김회장,4,"잘,이용,하,였,습니다",1,1,1,T,
2116,4780,요미,5,"맛나,요",1,1,1,T,
2117,4518,짐,4,"분위기,좋,은,성수,카페,케이크,도,맛남",2,1,1,T,
2118,5655,우무리,5,"조용,하,고,분위기,좋,아요",2,1,1,T,
2119,5398,ahyuk4,5,"아인,슈페너,맛집",1,1,1,T,
2120,249,gmlwn7765,5,"사장,님,너무,친절,하,시,고,카페,너무,예쁘,고,아기자기,조명,도,예뻐요,음료,도,맛있,어요",5,1,1,T,
2121,6631,꽃멀미,5,"으으,분위기,에,취한다,히프,플레이스",2,1,1,T,
2122,1204,sks****,4,Jmt,0,0,1,F,
2123,6528,셔니,5,"음료,가,너무,비싸,지만,공간,은,예쁘,네요",0,0,0,T,
2124,69,유빈,5,"분위,가,끌려서,들어왔,는데,잔잔,하,고,좋,은,거,같,아요",1,1,1,T,
2125,3244,국시,3.5,굿,1,1,1,T,
2126,4805,Jingju,5,"좋,아요",1,1,1,T,
2127,1111,hot****,4.5,"짱맛있,어요",1,1,1,T,
2128,14,쩡,5,"맛,도,좋,고,분위기,도,좋,고,사장,님,도,너무,친절,하,셨,어요",3,1,1,T,
2129,4867,냐하하하,5,"빵,이랑,음료,다,맛있,어요",1,1,1,T,
2130,6431,16.DaelimCG,,"카페,이름",0,0,0,T,
2131,2583,wld****,5,"최고,예요,꼭,전,메뉴,도전",1,1,1,T,
2132,1486,2121,5,"재,방문,의사,200",0,0,1,F,
2133,4862,yeo****,4,"마감,2,시간,안쪽,으로,가,니,확실히,빵,종류,가,많이,없,네요,어니언,앙,버터,즐겨,먹,던,아인데,버터,도,예전,보다,덜,풍성,하,고,팥소,에,호두,도,덜,씹,혀서,담백,해졌,단,생각,이,많이,들,었,어요,다음,엔,한낮,에,방문,해봐야,겠,네요",3,1,0,F,
2134,2594,예로미,4.5,"이것,도,맛있,어요",1,1,1,T,
2135,3846,레아,5,"늦,은,시간,에,가,서,빵,이,많이,없,었,지만,스콘,파운드케이크,맛있,었,어요,아메리카노,가,진해서,커피,마시,러,또,올,것,같,습니다",2,1,1,T,
2136,6037,루피왕자님,4,"쑥,라테,맛있,어요",1,1,1,T,
2137,4845,미농,4,"좋,아요",1,1,1,T,
2138,2455,Jellyco,4,"찐,케이크,보다,는,케이크,떡,55,느낌,케이크,먹,으러,간,입장,에서,는,크림,이,조금,더,있,었,으면,했,어요,음료,는,맛있,었,고,직원,분,친절,했,고,인,스타,사진,용,으로,는,좋,아요",3,1,1,T,
2139,4257,메밀,3.5,"쏘쏘,합니다",-1,-1,-1,T,
2140,2295,hhhhe,4,"맛있,어요",1,1,1,T,
2141,6204,kinbbh,5,"핫,프로,이,네요,분위기,좋,습니다",2,1,1,T,
2142,892,멍멍,3,"매니저,가,주문,받,을,때,조심,하,세요,처음,와서,물,어,보,고,나,허둥지둥,대,면,무시,발언,하,심,그러나,이때,직원,분,이,적절,한,응대,해,주,셔서,삼,점",-2,-1,-1,T,
2143,1964,베베요,5,"성수동,친절,한,직원,분,맛집,디저트",2,1,1,T,
2144,8649,쭈블링,5,"분위기,좋,네요,커피,도,맛나,요",2,1,1,T,
2145,3578,봄바람,5,"맛있,는데,사악,한,가격",0,0,0,T,
2146,6194,할미새사촌,5,"딸기,차,맛있,아요",1,1,1,T,
2147,4447,maggiekim,5,"넓,고,좋,아요",2,1,1,T,
2148,5693,TxT,5,"저녁,열,시,쯤,마감,한다고,해서,케이크,만,한,조각,급하,게,먹,고,나왔,습니다",0,0,0,T,
2149,7147,s2s2s2s2,5,"분위기,맛,너무,좋,아요,재,방문,의사,있,음",1,1,1,T,
2150,7029,qkr****,4.5,"친절,해요",1,1,1,T,
2151,7843,agidi3,5,"사람,이,많,은,것,빼,곤,최고,베이커리,와,루프,탑,이,있,어요",2,1,1,T,
2152,6104,등이가려워,3.5,"조용,하,고,좋,네요,빵,은,가격,에,비해,맛,이,평타",1,1,1,T,
2153,931,ywjeong,5,"새들러,는,제,인생,크로,플,이,에요,캐치,테이블,로,예약,후,성,수점,매장,이용,했,는데,내부,도,너무,예뻐요,홀,에서,만,판매,하,는,부,라나,바질,도,너무,맛있,게,잘,먹,었,습니다",4,1,1,T,
2154,6016,그래서,3,"성수동,의,앤간,한,카페,는,9,시,에,닫,아요,센터,도,마찬가지,예요,가격,은,비싼,편,이,에요,앉,을,자리,가,매우,불편,하,고,많,지,않,다는,걸,생각,하,면,더더욱,이나,구성비,는,떨어진다고,생각,해요,막,서프,라이징,하,게,맛있,지,도,않,아서,성수동,의,괜찮,은,커피,집,아,시,는,분,있,으면,제보,좀,부탁,드려요",-1,-1,-1,T,
2155,5806,혀나,5,"커피,맛있,고,뷰,좋,아요",2,1,1,T,
2156,634,고도리야,4.5,"거친,빵,모습,에,입천장,이,아,야,하,지,않,을까,걱정,했,는데,맛있,어요,겉바속촉,이,네요,문,열,고,매장,입장,하,자마자,빵,냄새,땜,에,잠시,나마,행복,했,습니다",1,1,1,T,
2157,8260,Zyzyzlzlz,3,"바깥,에,앉,아서,분위기,는,좋,았,는데,내부,는,시끄럽,고,울리,는,느낌,이,에요,근데,커피,가,너,어,어,무,세요,4,시,에,아메리카노,먹,었,는데,7,시,에,먹,은,저녁,도,무척,불편,하,게,먹,었,고,새벽,4,시,넘,어서,잠들,었,어요,커피,는,다신,못,사,먹,을,거,같,아요,평소,에,매일,커피,한두,잔,씩,먹,는데,이게,무슨,일,이,죠",-1,-1,-1,T,
2158,4704,하니,5,"맛있,어요,분위기,좋,아요",2,1,1,T,
2159,6702,kk011400,4,"인상,적,이,에요",0,0,1,F,
2160,7263,최용민,5,"사람,이,조금,많,은,거,빼,고,분위기,도,좋,고,맛,도,있,어요",2,1,1,T,
2161,5052,234687,4.5,"좋,아요",1,1,1,T,
2162,6521,조윤정,4,"분위기,는,정말,좋,은데,커피,가,정말,비싸,네요,모카,라테,7,천,원,실화,근처,에,유명,한,카페,엔,어니언,은,테이크,아웃,하,면,할인,해,주,던데,여기,도,해,주,셨,음,참,좋,았,겠,다는,아쉬움,에,별,하나,뺐,습니다",-1,-1,-1,T,
2163,4466,kym****,5,"좋,은,분위기,와,공간,섹션,다만,선곡,이,아쉬움",0,0,1,F,
2164,7837,까까,4,"마카롱,맛집,넘,넘,맛있,어요",2,1,1,T,
2165,2611,콩고물,5,"소소,하,게",0,0,0,T,
2166,1605,KO,4,"주말,웨이팅,한,시간,은,기본,그레,놀라,추가,하,면,맛있,음,옐로,추천",2,1,1,T,
2167,2584,lov****,5,"강,력,추,천,해,요",-1,-1,1,F,
2168,6147,HYHY,4,"맛있,어요",1,1,1,T,
2169,8072,389****,2,"빵,도,그냥,빵,이,고,음료,도,엄청,맛있,진,않,아요,가격,은,비싼,데,콘셉트,때문,에,잘,되,는,거,같,아요,성수,에,맛있,는,곳,많,은데,여기,로,굿,이,오,지,마세요",3,1,-1,F,
2170,6296,쭌이뚱이,5,"카페,공간,넓,고,생각,저렴,하,고,좋,았,어요",3,1,1,T,
2171,8592,발자국,5,"사진,찍,기,좋,아요,칵테일,좀,더,진한,맛,이,었,으면,좋,을,듯",3,1,0,F,
2172,3438,sun****,5,"직원,너무,냉랭,합니다,좀,더,직원,교육,받,고,오,세요,안,그럼,본사,에,연락,할,겁니다",0,0,-1,F,
2173,618,soran,4,굿,1,1,1,T,
2174,3901,언덕위에 태양,5,"테이크아웃,천,원,할인,감사,합니다",2,1,1,T,
2175,8400,쿠크다스,4.5,"친절,하,고,너무너무,맛있,어요",2,1,1,T,
2176,6666,jj,3,"야외,에,벌레,가,많,지만,편했,어요",0,0,0,T,
2177,2103,swsw2111,5,"좋,아요",1,1,1,T,
2178,3613,코니양,4,"깔끔,하,니,좋,은데,자리,가,조금,불편,해요",1,1,0,F,
2179,7178,click180419,5,"좋,아요,그림,도,보,고,커피,도,마시,고,분위기,도,좋,네요",2,1,1,T,
2180,3583,윤세희,4,"빵,도,맛있,고,카피,도,맛있,아요",2,1,1,T,
2181,4816,BOKU,5,"좋,아요",1,1,1,T,
2182,1070,토마토,4,"크로,프로,의,시초,가로수길,에,너무,유명,해서,먹,고,싶,었,는데,못,먹,어,보,고,오늘,오픈,직후,방문,했,습니다,와플,세트,먹,었,는데,저,는,바질,크로,플,이,단,짠,하,면서,도,향,굿,한,게,제일,입맛,에,맞,네요",1,1,1,T,
2183,605,gayoung8255,5,"예약,된,시간,보다,조금,일찍,갔,음,에,도,미리,준비,되,어,있,었,고,샌드위치,랑,크,로,플,전부,너무,맛있,었,습니다,또,사,러,갈게요",2,1,1,T,
2184,1210,태현밥팅,4,"맛집,이,지요,이런,맛,의,와플,새롭,습니다",2,1,1,T,
2185,8539,우밍무잉,4,"사람,많,고,커피,맛,은,흔,함,햇빛,맛집",2,1,0,F,
2186,6626,GlobalChae,4,"공장,개조,카페,사장,되,고,싶,다",0,0,0,T,
2187,1665,jen,5,"좋,아요,웨이팅,이,좀,있,어서,보,냉,포장,추가,해서,1000,원,추가,포장,해,왔,어요,카카오,그래,놀,라도,궁금,해서,추가,했,는데,맛있,었,지만,제,취향,에,는,기본,그래,놀라,가,더,맛있,었,어요",2,1,1,T,
2188,8705,Miniee,4.5,"멋진,곳,항상,즐거워요",2,1,1,T,
2189,2429,hap****,4,"쌀,로,만든,디저트,로,유명,하,길래,눈여겨,봤,다가,명절,전,에,방문,했,는데,같,은,생각,을,가진,물,이,떼,에,당황,했,지만,맛있,었,어요",0,0,1,F,
2190,2112,단비씨,4.5,"좋,아요",1,1,1,T,
2191,1901,Straw,5,"친절,하,고,좋,아요",2,1,1,T,
